squad_id,line,name,m,ws,bs,s,t,w,a,ld,sv,cost,cost_description,models_per_unit,cost_including_wargear,base_size,base_size_descr
698,1,Manticore,"10""",6+,4+,6,7,11,3,7,3+,140,,1,FALSE,Use model,
699,1,Deathstrike,"10""",6+,4+,6,7,11,3,7,3+,160,,1,FALSE,Use model,
700,1,Leman Russ Battle Tank,"10""",6+,4+,7,8,13,6,7,2+,150,,1-3,FALSE,Use model,
702,1,Baneblade,"10""",5+,4+,9,9,30,9,8,2+,430,,1,FALSE,Use model,
703,1,Banehammer,"10""",5+,4+,9,9,28,9,8,2+,400,,1,FALSE,Use model,
704,1,Banesword,"10""",5+,4+,9,9,30,9,8,2+,390,,1,FALSE,Use model,
705,1,Doomhammer,"10""",5+,4+,9,9,28,9,8,2+,420,,1,FALSE,Use model,
706,1,Hellhammer,"10""",5+,4+,9,9,30,9,8,2+,450,,1,FALSE,Use model,
707,1,Shadowsword,"10""",5+,4+,9,9,30,9,8,2+,450,,1,FALSE,Use model,
708,1,Stormlord,"10""",5+,4+,9,9,28,9,8,2+,430,,1,FALSE,Use model,
709,1,Stormsword,"10""",5+,4+,9,9,30,9,8,2+,420,,1,FALSE,Use model,
713,1,‘Iron Hand’ Straken,"6""",2+,3+,6,4,5,6,9,3+,75,,1,FALSE,25mm,
714,1,Sergeant Harker,"6""",3+,3+,5,4,4,4,7,5+,40,,1,FALSE,25mm,
716,1,Commissar,"6""",3+,3+,3,3,4,3,8,5+,40,,1,FALSE,28mm,
719,1,Tempestus Scion,"6""",4+,3+,3,3,1,2,7,4+,,,4,FALSE,25mm,
719,2,Tempestor Prime,"6""",3+,3+,3,3,4,3,8,4+,,,1,FALSE,25mm,
720,1,Tempestus Scion,"6""",4+,3+,3,3,1,2,7,4+,11,,4-9,FALSE,25mm,
720,2,Tempestor,"6""",4+,3+,3,3,1,3,8,4+,11,,1,FALSE,25mm,
721,1,Taurox Prime,"14""",6+,3+,6,6,10,3,7,3+,105,,1,FALSE,Use model,
722,1,Ogryn,"6""",3+,4+,6,5,3,4,7,5+,30,,2-5,FALSE,40mm,
722,2,Ogryn Bone ’ead,"6""",3+,4+,6,5,3,5,8,5+,30,,1,FALSE,40mm,
723,1,Bullgryn,"6""",3+,4+,6,5,3,4,7,4+,30,,2-5,FALSE,40mm,
723,2,Bullgryn Bone ’ead,"6""",3+,4+,6,5,3,5,8,4+,30,,1,FALSE,40mm,
724,1,Ratling,"5""",5+,3+,2,2,1,1,5,6+,,,5,FALSE,25mm,
727,1,Valkyrie,"20-40""",6+,3+,7,7,14,3,7,3+,140,,1,FALSE,120 x 92mm flying base,
728,1,Atlas Recovery Tank,"12""",6+,4+,7,7,11,3,7,3+,80,,1,FALSE,Use model,
729,1,Salamander Command Vehicle,"12""",6+,3+,6,7,10,3,8,3+,100,,1,FALSE,Use model,
730,1,Hades Breaching Drill,"6""",4+,4+,6,7,7,D3+3,7,3+,80,,1,FALSE,Use model,
731,1,Centaur Light Carrier,"12""",6+,4+,5,6,7,2,7,3+,50,,1,FALSE,Use model,
733,1,Trojan Support Vehicle,"12""",6+,4+,6,7,10,3,7,3+,85,,1,FALSE,Use model,
735,1,Salamander Scout Tank,"12""",6+,4+,6,7,10,3,7,3+,75,,1-3,FALSE,Use model,
736,1,Tauros Assault Vehicle,"15""",4+,4+,4,5,6,2,7,4+,50,,1-3,FALSE,Use model,
737,1,Tauros Venator,"15""",4+,4+,4,5,6,2,7,4+,50,,1-3,FALSE,Use model,
738,1,Armageddon-pattern Basilisk,"12""",6+,4+,6,7,11,3,7,3+,130,,1,FALSE,Use model,
739,1,Armageddon-pattern Medusa,"12""",6+,4+,6,7,11,3,7,3+,140,,1,FALSE,Use model,
740,1,Colossus Bombard,"8""",6+,4+,7,8,12,3,7,3+,150,,1-3,FALSE,Use model,
741,1,Cyclops Demolition Vehicle,"10""",6+,4+,4,6,4,1,10,3+,50,,1,FALSE,Use model,
742,1,Earthshaker Carriage,-,-,4+,4,7,7,-,7,4+,125,,1-3,FALSE,Use model,
743,1,Earthshaker Carriage,-,4+,4+,3,6,7,5,7,4+,120,,1-3,FALSE,Use model,
744,1,Griffon Mortar Carrier,"8""",6+,4+,7,7,11,3,7,3+,85,,1-3,FALSE,Use model,
745,1,Heavy Mortar,-,4+,4+,3,6,7,3,7,4+,70,,1-3,FALSE,Use model,
746,1,Heavy Quad Launcher,-,4+,4+,3,6,6,3,7,4+,90,,1-3,FALSE,Use model,
747,1,Hydra Platform,-,-,4+,4,7,7,-,7,4+,80,,1-3,FALSE,Use model,
751,1,Malcador Annihilator,"10""",6+,4+,7,8,18,3,7,3+,230,,1,FALSE,Use model,
752,1,Malcador Defender,"10""",6+,4+,7,8,18,3,7,3+,260,,1,FALSE,Use model,
753,1,Malcador,"10""",6+,4+,7,8,18,3,7,3+,210,,1,FALSE,Use model,
754,1,Malcador Infernus,"10""",6+,4+,7,8,18,3,7,3+,250,,1,FALSE,Use model,
755,1,Manticore Platform,-,-,4+,4,7,7,-,7,4+,120,,1-3,FALSE,Use model,
756,1,Medusa Carriage,-,4+,4+,3,6,7,5,7,4+,120,,1-3,FALSE,Use model,
757,1,Rapier Laser Destroyer,"4""",4+,4+,3,5,4,2,7,3+,85,,1-3,FALSE,Use model,
758,1,Sabre Gun Platform,-,-,4+,4,4,4,-,7,4+,30,,1-3,FALSE,Use model,
759,1,Sentinel Powerlifter,"9""",4+,4+,5,5,6,1,7,4+,50,,1-3,FALSE,Use model,
760,1,Stygies Destroyer Tank Hunter,"10""",6+,4+,7,8,10,3,7,3+,155,,1-3,FALSE,Use model,
761,1,Thunderer,"10""",6+,4+,7,8,12,3,7,3+,120,,1-3,FALSE,Use model,
762,1,Tarantula Sentry Gun,-,-,4+,4,5,4,-,7,3+,40,,1-3,FALSE,Use model,
763,1,Stormblade,"10""",6+,4+,7,8,26,6,8,2+,360,,1,FALSE,Use model,
764,1,Arkurian Stormhammer,"10""",5+,4+,9,8,26,9,8,2+,440,,1,FALSE,Use model,
766,1,Crassus,"10""",6+,4+,7,8,20,6,8,2+,240,,1,FALSE,Use model,
767,1,Dominus Armoured Siege Bombard,"10""",5+,4+,8,8,20,3,8,2+,500,,1,FALSE,Use model,
768,1,Gorgon Heavy Transport,"10""",5+,4+,9,8,22,5,8,2+,320,,1,FALSE,Use model,
769,1,Macharius,"10""",6+,4+,7,8,22,6,8,2+,310,,1,FALSE,Use model,
770,1,Macharius Omega,"10""",5+,4+,8,8,22,3,8,2+,340,,1,FALSE,Use model,
771,1,Macharius Vanquisher,"10""",6+,4+,7,8,22,6,8,2+,310,,1,FALSE,Use model,
772,1,Macharius Vulcan,"10""",6+,4+,7,8,22,6,8,2+,340,,1,FALSE,Use model,
773,1,Marauder Bomber,"20-45""",6+,4+,7,7,20,3,8,2+,320,,1,FALSE,Use model,
774,1,Marauder Destroyer,"20-45""",6+,4+,7,7,20,3,8,2+,350,,1,FALSE,Use model,
775,1,Minotaur,"10""",6+,4+,7,8,22,6,8,2+,300,,1,FALSE,Use model,
776,1,Praetor,"10""",6+,4+,7,8,20,6,8,2+,400,,1,FALSE,Use model,
777,1,Valdor Tank Hunter,"10""",6+,4+,7,8,20,6,8,2+,335,,1,FALSE,Use model,
778,1,Aquila Lander,"20-45""",6+,4+,6,7,12,3,7,3+,95,,1,FALSE,120 x 92mm flying base,
779,1,Arvus Lighter,"20-30""",6+,4+,5,6,8,1,7,3+,85,,1,FALSE,120 x 92mm flying base,
780,1,Avenger Strike Fighter,"20-45""",6+,4+,6,6,14,3,7,3+,165,,1,FALSE,120 x 92mm flying base,
781,1,Voss-pattern Lightning,"20-45""",6+,4+,6,6,14,3,7,3+,130,,1,FALSE,120 x 92mm flying base,
782,1,Thunderbolt,"20-45""",6+,4+,6,7,15,3,7,3+,210,,1,FALSE,120 x 92mm flying base,
783,1,Vendetta Gunship,"20-45""",6+,4+,6,7,14,3,7,3+,210,,1,FALSE,120 x 92mm flying base,
784,1,Vulture Gunship,"20-45""",6+,4+,6,7,14,3,7,3+,180,,1,FALSE,120 x 92mm flying base,
838,1,Belisarius Cawl,"6""",2+,2+,5,6,8,4,9,2+,160,,1,FALSE,105 x 70mm,
839,1,Tech-Priest Dominus,"6""",3+,2+,4,4,5,3,8,2+,70,,1,FALSE,50mm,
840,1,Tech-Priest Enginseer,"6""",4+,3+,4,4,4,2,8,3+,50,,1,FALSE,32mm,
841,1,Kataphron Breacher,"6""",4+,4+,5,5,3,3,7,2+,35,,3-6,FALSE,60mm,
842,1,Kataphron Destroyer,"6""",4+,4+,5,5,3,3,7,3+,40,,3-6,FALSE,60mm,
843,1,Fulgurite Electro-Priest,"6""",3+,4+,3,3,1,2,8,6+,12,,5-20,FALSE,32mm,
844,1,Corpuscarii Electro-Priest,"6""",4+,3+,3,3,1,2,8,6+,12,,5-20,FALSE,32mm,
845,1,Kastelan Robot,"8""",4+,4+,6,7,7,3,10,3+,85,,2-6,FALSE,60mm,
846,1,Cybernetica Datasmith,"6""",3+,3+,4,4,4,2,8,2+,35,,1,FALSE,32mm,
847,1,Servitor,"5""",5+,5+,3,3,1,1,6,4+,,,4,FALSE,25mm,
848,1,Skitarii Ranger,"6""",4+,3+,3,3,1,1,6,4+,9,,4-19,FALSE,25mm,60 x 35mm if equipped with transuranic arquebus
848,2,Skitarii Ranger Alpha,"6""",4+,3+,3,3,1,2,7,4+,9,,1,FALSE,25mm,
849,1,Skitarii Vanguard,"6""",4+,3+,3,3,1,1,6,4+,9,,4-19,FALSE,25mm,60 x 35mm if equipped with transuranic arquebus
849,2,Skitarii Vanguard Alpha,"6""",4+,3+,3,3,1,2,7,4+,9,,1,FALSE,25mm,
850,1,Sicarian Infiltrator,"8""",3+,3+,4,3,2,2,6,4+,17,,4-9,FALSE,40mm,
850,2,Sicarian Infiltrator Princeps,"8""",3+,3+,4,3,2,3,7,4+,17,,1,FALSE,40mm,
851,1,Sicarian Ruststalker,"8""",3+,3+,4,3,2,3,6,4+,16,,4-9,FALSE,40mm,
851,2,Sicarian Ruststalker Princeps,"8""",3+,3+,4,3,2,4,7,4+,16,,1,FALSE,40mm,
852,1,Ironstrider Ballistarius,"10""",3+,3+,5,6,6,2,8,3+,75,,1-6,FALSE,105 x 70mm,
853,1,Sydonian Dragoon,"10""",3+,3+,5,6,6,4,8,3+,50,,1-6,FALSE,105 x 70mm,
854,1,Onager Dunecrawler,"8""",5+,3+,6,7,11,3,8,3+,100,,1,FALSE,130mm,
855,1,Knight Paladin,"10""",3+,3+,8,8,24,4,9,3+,425,,1,FALSE,170 x 109mm,
856,1,Knight Errant,"10""",3+,3+,8,8,24,4,9,3+,425,,1,FALSE,170 x 109mm,
857,1,Knight Warden,"10""",3+,3+,8,8,24,4,9,3+,435,,1,FALSE,170 x 109mm,
858,1,Knight Gallant,"12""",2+,3+,8,8,24,5,9,3+,400,,1,FALSE,170 x 109mm,
859,1,Knight Crusader,"10""",3+,3+,8,8,24,4,9,3+,485,,1,FALSE,170 x 109mm,
860,1,Acastus Knight Porphyrion,"8""",4+,3+,8,8,30,3,9,3+,780,,1,FALSE,Use model,
861,1,Cerastus Knight Acheron,"12""",3+,3+,8,8,26,4,9,3+,480,,1,FALSE,170 x 109mm,
862,1,Cerastus Knight Atrapos,"12""",3+,3+,8,8,26,4,9,3+,520,,1,FALSE,170 x 109mm,
863,1,Cerastus Knight Castigator,"12""",3+,3+,8,8,26,4,9,3+,460,,1,FALSE,170 x 109mm,
864,1,Cerastus Knight Lancer,"14""",3+,3+,8,8,26,5,9,3+,440,,1,FALSE,170 x 109mm,
865,1,Questoris Knight Magaera,"12""",3+,3+,8,8,24,4,9,3+,500,,1,FALSE,170 x 109mm,
866,1,Questoris Knight Styrix,"12""",3+,3+,8,8,24,4,9,3+,475,,1,FALSE,170 x 109mm,
867,1,Warhound Titan,"20""",4+,3+,8,8,50,4,10,2+,2000,,1,FALSE,Use model,
868,1,Reaver Titan,"18""",4+,3+,8,8,70,4,10,2+,3000,,1,FALSE,Use model,
869,1,Warlord Titan,"12""",4+,3+,9,9,120,4,10,2+,5500,,1,FALSE,Use model,
870,1,Vindicare Assassin,"7""",2+,2+,4,4,5,5,9,6+,90,,1,TRUE,32mm,
871,1,Callidus Assassin,"7""",2+,2+,4,4,5,5,9,6+,90,,1,TRUE,32mm,
872,1,Eversor Assassin,"7""",2+,2+,4,4,6,6,9,6+,90,,1,TRUE,32mm,
873,1,Culexus Assassin,"7""",2+,2+,4,4,5,4,9,6+,90,,1,TRUE,32mm,
874,1,Inquisitor Greyfax,"6""",3+,3+,3,3,5,4,10,3+,90,,1,FALSE,32mm,
875,1,Inquisitor Karamazov,"5""",3+,3+,5,5,8,4,10,4+,125,,1,FALSE,60mm,
876,1,Inquisitor Coteaz,"6""",3+,3+,3,3,5,4,10,2+,95,,1,FALSE,25mm,
877,1,Inquisitor,"6""",3+,3+,3,3,5,4,9,4+,60,,1,FALSE,25mm,
879,1,Acolyte,"6""",4+,4+,3,3,1,2,7,5+,10,,1-6,FALSE,25mm,
880,1,Daemonhost,"6""",4+,4+,4,4,4,3,7,7+,25,,1,FALSE,25mm,
881,1,Jokaero Weaponsmith,"6""",6+,4+,2,3,3,2,7,7+,20,,1,FALSE,25mm,
882,1,Custodian Guard,"6""",2+,2+,5,5,3,3,11,2+,45,,3-10,FALSE,40mm,
883,1,Venerable Contemptor Dreadnought,"9""",2+,2+,7,7,9,5,11,2+,155,,1,FALSE,60mm,
884,1,Venerable Land Raider,"10""",6+,2+,8,8,16,6,11,2+,265,,1,FALSE,Use model,
889,1,Primaris Psyker,"6""",3+,3+,3,3,4,3,8,5+,60,,1,FALSE,32mm,
892,1,Uriah Jacobus,"6""",3+,3+,3,3,5,4,8,6+,50,,1,TRUE,32mm,
894,1,Crusader,"6""",3+,4+,3,3,1,2,7,3+,11,,2-6,FALSE,25mm,
895,1,Death Cult Assassin,"7""",2+,4+,4,3,1,4,7,5+,13,,2-6,FALSE,25mm,
896,1,Arco-flagellant,"7""",4+,-,4,4,2,2,7,7+,13,,3-10,FALSE,25mm,
897,1,Penitent Engine,"8""",4+,4+,5,5,5,4,8,4+,50,,1-4,FALSE,50mm,
898,1,Celestine,"12""",2+,2+,3,3,6,6,9,2+,,,1,FALSE,40mm,
898,2,Geminae Superia,"12""",3+,3+,3,3,2,3,8,2+,,,2,FALSE,32mm,
899,1,Canoness,"6""",2+,2+,3,3,5,4,9,3+,50,,1,FALSE,32mm,
900,1,Imagifier,"6""",3+,3+,3,3,4,3,8,3+,50,,1,FALSE,32mm,
901,1,Hospitaller,"6""",4+,3+,3,3,4,3,8,3+,50,,1,FALSE,50mm,
902,1,Dialogus,"6""",4+,3+,3,3,4,3,8,3+,50,,1,FALSE,40mm,
903,1,Battle Sister,"6""",4+,3+,3,3,1,1,7,3+,11,,4-19,FALSE,32mm,
903,2,Sister Superior,"6""",4+,3+,3,3,1,2,8,3+,11,,1,FALSE,32mm,
904,1,Seraphim,"12""",3+,3+,3,3,1,2,8,3+,12,,4-9,FALSE,32mm,
904,2,Seraphim Superior,"12""",3+,3+,3,3,1,3,9,3+,12,,1,FALSE,32mm,
905,1,Celestian,"6""",3+,3+,3,3,1,2,8,3+,12,,4-9,FALSE,32mm,
905,2,Celestian Superior,"6""",3+,3+,3,3,1,3,9,3+,12,,1,FALSE,32mm,
907,1,Sister Repentia,"6""",3+,3+,3,3,1,2,8,7+,16,,4-10,FALSE,28mm,
908,1,Retributor,"6""",4+,3+,3,3,1,1,7,3+,12,,4-9,FALSE,32mm,
908,2,Retributor Superior,"6""",4+,3+,3,3,1,2,8,3+,12,,1,FALSE,32mm,
909,1,Dominion,"6""",4+,3+,3,3,1,1,7,3+,14,,4-9,FALSE,32mm,
909,2,Dominion Superior,"6""",4+,3+,3,3,1,2,8,3+,14,,1,FALSE,32mm,
910,1,Sororitas Rhino,"12""",6+,3+,6,7,10,3,8,3+,80,,1,FALSE,Use model,
911,1,Immolator,"12""",6+,3+,6,7,11,3,8,3+,90,,1,FALSE,Use model,
912,1,Exorcist,"12""",6+,3+,6,7,11,3,8,3+,120,,1,FALSE,Use model,
924,1,Abaddon the Despoiler,"6""",2+,2+,6,6,9,8,11,2+,350,,1,FALSE,60mm,
925,1,Huron Blackheart,"6""",2+,2+,4,5,6,7,10,3+,140,,1,FALSE,25mm,
926,1,Cypher,"6""",2+,2+,4,4,6,6,9,3+,90,,1,FALSE,32mm,
928,1,Fabius Bile,"6""",2+,2+,5,4,6,6,10,3+,90,,1,FALSE,40mm,
928,2,Surgeon Acolyte,"6""",5+,5+,3,4,1,1,6,6+,0,,1,FALSE,32mm,
929,1,Chaos Lord,"6""",2+,2+,4,4,6,6,10,3+,90,,1,FALSE,40mm,
930,1,Chaos Lord in Terminator Armour,"5""",2+,2+,4,4,7,6,10,2+,110,,1,FALSE,40mm,
931,1,Chaos Lord on Bike,"14""",2+,2+,4,5,6,6,10,3+,113,,1,FALSE,75 x 25mm,
932,1,Chaos Lord on Juggernaut of Khorne,"8""",2+,2+,4,5,7,6,10,3+,125,,1,FALSE,90 x 52mm,
933,1,Chaos Lord on Disc of Tzeentch,"12""",2+,2+,4,4,6,6,10,3+,100,,1,FALSE,40mm,
934,1,Chaos Lord on Palanquin of Nurgle,"5""",2+,2+,4,5,7,6,10,3+,99,,1,FALSE,120 x 92mm,
935,1,Chaos Lord on Steed of Slaanesh,"12""",2+,2+,4,4,7,6,10,3+,94,,1,FALSE,,
936,1,Dark Apostle,"6""",2+,3+,4,4,5,5,10,3+,,,1,FALSE,40mm,
936,2,Dark Disciple,"6""",4+,4+,3,4,1,1,6,6+,,,2,FALSE,25mm,
937,1,Heretic Astartes Daemon Prince,"8""",2+,2+,7,6,8,6,10,3+,120,This model must be upgraded to have a Mark of Chaos.,1,FALSE,60mm,
938,1,Sorcerer,"6""",3+,3+,4,4,5,5,9,3+,95,,1,FALSE,40mm,
939,1,Sorcerer in Terminator Armour,"5""",3+,3+,4,4,6,5,9,2+,110,,1,FALSE,40mm,
940,1,Sorcerer on Bike,"14""",3+,3+,4,5,6,5,9,3+,130,,1,FALSE,75 x 25mm,
941,1,Sorcerer on Disc of Tzeentch,"12""",3+,3+,4,4,5,5,9,3+,125,,1,FALSE,40mm,
942,1,Sorcerer on Palanquin of Nurgle,"5""",3+,3+,4,5,7,5,9,3+,123,,1,FALSE,120 x 92mm,
943,1,Sorcerer on Steed of Slaanesh,"12""",3+,3+,4,4,6,5,9,3+,115,,1,FALSE,,
944,1,Warpsmith,"6""",3+,2+,4,4,5,5,9,2+,80,,1,FALSE,60 x 35mm,
946,1,Chaos Cultist,"6""",4+,4+,3,3,1,1,5,6+,5,,9-19,FALSE,25mm,
946,2,Cultist Champion,"6""",4+,4+,3,3,1,2,6,6+,5,,1,FALSE,25mm,
947,1,Chaos Terminator,"5""",3+,3+,4,4,3,3,9,2+,36,,4-9,FALSE,40mm,
947,2,Terminator Champion,"5""",3+,3+,4,4,3,4,10,2+,36,,1,FALSE,40mm,
948,1,Khorne Berzerker,"6""",3+,3+,5,4,2,4,8,3+,22,,4-9,FALSE,32mm,
948,2,Khorne Berzerker Champion,"6""",3+,3+,5,4,2,5,9,3+,22,,1,FALSE,32mm,
951,1,Noise Marine,"6""",3+,3+,4,4,2,3,8,3+,21,,4-9,FALSE,32mm,
951,2,Noise Champion,"6""",3+,3+,4,4,2,4,9,3+,21,,1,FALSE,32mm,
952,1,Chosen,"6""",3+,3+,4,4,3,3,9,3+,25,,4-9,FALSE,32mm,
952,2,Chosen Champion,"6""",3+,3+,4,4,3,4,10,3+,25,,1,FALSE,32mm,
953,1,Possessed,"9""",3+,3+,5,5,3,5,9,3+,28,,4-9,FALSE,40mm,
953,2,Possessed Champion,"9""",3+,3+,5,5,3,6,9,3+,28,,1,FALSE,40mm,
954,1,Helbrute,"6""",3+,3+,6,7,8,5,8,3+,105,,1,FALSE,60mm,
956,1,Chaos Rhino,"12""",6+,3+,6,7,10,3,8,3+,80,,1,FALSE,Use model,
957,1,Chaos Biker,"14""",3+,3+,4,5,3,3,8,3+,30,,2-8,FALSE,75 x 42mm,
957,2,Biker Champion,"14""",3+,3+,4,5,3,4,9,3+,30,,1,FALSE,75 x 42mm,
958,1,Raptor,"12""",3+,3+,4,4,2,3,8,3+,21,,4-9,FALSE,32mm,
958,2,Raptor Champion,"12""",3+,3+,4,4,2,4,9,3+,21,,1,FALSE,32mm,
959,1,Warp Talon,"12""",3+,3+,4,4,2,5,9,3+,28,,4-9,FALSE,32mm,
959,2,Warp Talon Champion,"12""",3+,3+,4,4,2,6,9,3+,28,,1,FALSE,32mm,
960,1,Chaos Spawn,"7""",4+,-,5,5,4,2D3,8,5+,25,,1-5,FALSE,50mm,
961,1,Heldrake,"20-60""",3+,3+,7,7,12,5,8,3+,165,,1,FALSE,120 x 92mm flying base,
962,1,Chaos Land Raider,"10""",6+,3+,8,9,16,6,9,2+,265,,1,FALSE,Use model,
963,1,Chaos Predator Destructor,"12""",6+,3+,6,8,11,3,8,3+,140,,1,FALSE,Use model,
964,1,Chaos Vindicator,"10""",6+,3+,6,8,12,3,8,3+,130,,1,FALSE,Use model,
965,1,Obliterator,"5""",3+,3+,5,5,5,4,9,2+,90,,1-3,FALSE,50mm,
966,1,Havoc,"6""",3+,3+,4,5,2,3,8,3+,,,4,FALSE,40mm,
966,2,Havoc Champion,"6""",3+,3+,4,5,2,4,9,3+,,,1,FALSE,40mm,
967,1,Forgefiend,"8""",3+,3+,6,7,12,5,8,3+,110,,1,FALSE,120 x 92mm,
968,1,Maulerfiend,"10""",3+,3+,7,7,12,6,8,3+,140,,1,FALSE,120 x 92mm,
969,1,Defiler,"8""",3+,3+,8,7,14,5,8,3+,175,,1,FALSE,Use model,
970,1,Khorne Lord of Skulls,"10""",3+,3+,8,8,30,6,8,2+,575,,1,FALSE,Use model,
1016,1,Sorcerer,"6""",3+,3+,4,4,4,4,9,3+,90,,1,FALSE,40mm,
1017,1,Sorcerer in Terminator Armour,"5""",3+,3+,4,4,5,4,9,2+,105,,1,FALSE,40mm,
1018,1,Sorcerer on Disc of Tzeentch,"12""",3+,3+,4,4,4,3,9,3+,146,,1,FALSE,40mm,
1019,1,Thousand Sons Cultist,"6""",4+,4+,3,3,1,1,5,6+,5,,9-29,FALSE,25mm,
1019,2,Thousand Sons Cultist Champion,"6""",4+,4+,3,3,1,2,6,6+,5,,1,FALSE,25mm,
1020,1,Rubric Marine,"6""",3+,3+,4,4,2,2,7,3+,21,,4-9,FALSE,32mm,
1020,2,Aspiring Sorcerer,"6""",3+,3+,4,4,2,3,8,3+,21,,1,FALSE,32mm,
1021,1,Helbrute,"6""",3+,3+,6,7,8,5,8,3+,105,,1,FALSE,60mm,
1022,1,Chaos Rhino,"12""",6+,3+,6,7,10,3,8,3+,80,,1,FALSE,Use model,
1023,1,Chaos Spawn,"7""",4+,-,5,5,4,2D3,9,5+,21,,1-5,FALSE,50mm,
1024,1,Heldrake,"20-60""",3+,3+,7,7,12,5,8,3+,165,,1,FALSE,120 x 92mm flying base,
1025,1,Chaos Land Raider,"10""",6+,3+,8,8,16,6,9,2+,245,,1,FALSE,Use model,
1026,1,Chaos Predator Destructor,"12""",6+,3+,6,7,11,3,8,3+,130,,1,FALSE,Use model,
1027,1,Chaos Vindicator,"10""",6+,3+,6,8,11,3,8,3+,120,,1,FALSE,Use model,
1028,1,Forgefiend,"8""",3+,3+,7,7,12,5,8,3+,110,,1,FALSE,120 x 92mm,
1029,1,Maulerfiend,"10""",3+,3+,7,7,12,6,8,3+,140,,1,FALSE,120 x 92mm,
1030,1,Defiler,"8""",3+,3+,8,7,14,5,8,3+,175,,1,FALSE,Use model,
1031,1,Magnus the Red,"16""",2+,2+,8,7,18,8,10,3+,420,,1,FALSE,100mm,
1032,1,Ahriman,"6""",2+,2+,4,4,6,5,9,3+,160,,1,FALSE,40mm,
1033,1,Exalted Sorcerer,"6""",2+,2+,4,4,5,5,9,3+,100,,1,FALSE,32mm,
1034,1,Tzaangor,"6""",4+,4+,4,4,1,1,6,6+,7,,9-19,FALSE,32mm,
1034,2,Twistbray,"6""",4+,4+,4,4,1,2,7,6+,7,,1,FALSE,32mm,
1035,1,Scarab Occult Terminator,"5""",3+,3+,4,4,3,3,8,2+,40,,4-9,FALSE,40mm,
1035,2,Scarab Occult Sorcerer,"5""",3+,3+,4,4,3,3,9,2+,40,,1,FALSE,40mm,
1036,1,Thousand Sons Daemon Prince,"8""",2+,2+,7,6,8,5,10,3+,140,,1,FALSE,60mm,
1037,1,Death Guard Chaos Lord,"6""",2+,2+,4,5,5,5,9,3+,85,,1,FALSE,40mm,
1038,1,Death Guard Chaos Lord in Terminator Armour,"5""",2+,2+,4,5,6,5,9,2+,105,,1,FALSE,40mm,
1039,1,Chaos Lord on Palanquin of Nurgle,"5""",2+,2+,4,5,7,6,10,3+,99,,1,FALSE,120 x 92mm,
1041,1,Death Guard Sorcerer in Terminator Armour,"5""",3+,3+,4,5,5,4,9,2+,110,,1,FALSE,40mm,
1043,1,Death Guard Cultist,"6""",4+,4+,3,3,1,1,5,6+,5,,9-29,FALSE,25mm,
1043,2,Death Guard Cultist Champion,"6""",4+,4+,3,3,1,2,6,6+,5,,1,FALSE,25mm,
1044,1,Plague Marine,"5""",3+,3+,4,5,2,2,7,3+,19,,4-9,FALSE,32mm,
1044,2,Plague Champion,"5""",3+,3+,4,5,2,3,8,3+,19,,1,FALSE,32mm,
1045,1,Death Guard Possessed,"7""",3+,3+,5,5,2,4,8,3+,24,,5-10,FALSE,32mm,
1046,1,Helbrute,"6""",3+,3+,6,7,8,5,8,3+,105,,1,FALSE,60mm,
1047,1,Chaos Rhino,"12""",6+,3+,6,7,10,3,8,3+,80,,1,FALSE,Use model,
1048,1,Chaos Spawn,"7""",4+,-,5,5,4,2D3,9,5+,21,,1-5,FALSE,50mm,
1049,1,Chaos Land Raider,"10""",6+,3+,8,8,16,6,9,2+,245,,1,FALSE,Use model,
1050,1,Chaos Predator Annihilator,"12""",6+,3+,6,7,11,3,8,3+,115,,1,FALSE,Use model,
1051,1,Defiler,"8""",3+,3+,8,7,14,5,8,3+,175,,1,FALSE,Use model,
1052,1,Death Guard Daemon Prince,"8""",2+,2+,7,6,8,6,10,3+,140,,1,FALSE,60mm,
1053,1,Typhus,"5""",2+,2+,4,5,6,6,9,2+,165,,1,FALSE,50mm,
1054,1,Lord of Contagion,"5""",2+,2+,4,5,6,5,9,2+,120,,1,FALSE,50mm,40mm if equipped with manreaper and orb of desiccation
1055,1,Malignant Plaguecaster,"5""",3+,3+,4,5,4,4,8,3+,90,,1,FALSE,32mm,
1056,1,Poxwalker,"4""",4+,-,3,4,1,2,4,7+,5,,10-20,FALSE,25mm,
1057,1,Foetid Bloat-drone,"10""",3+,3+,6,7,9,4,8,3+,115,,1,FALSE,60mm,
1058,1,Noxious Blightbringer,"5""",3+,3+,4,5,4,4,8,3+,55,,1,FALSE,40mm,
1094,1,Chaos Cerastus Knight Acheron,"12""",3+,3+,8,8,26,4,9,3+,480,,1,FALSE,170 x 109mm,
1095,1,Chaos Cerastus Knight Lancer,"14""",3+,3+,8,8,26,5,9,3+,440,,1,FALSE,170 x 109mm,
1096,1,Chaos Cerastus Knight Castigator,"12""",3+,3+,8,8,26,4,9,3+,460,,1,FALSE,170 x 109mm,
1097,1,Chaos Cerastus Knight Atrapos,"12""",3+,3+,8,8,26,4,9,3+,520,,1,FALSE,170 x 109mm,
1098,1,Chaos Questoris Knight Magaera,"12""",3+,3+,8,8,24,4,9,3+,500,,1,FALSE,120 x 92mm,
1099,1,Chaos Acastus Knight Porphyrion,"8""",4+,3+,8,8,30,3,9,3+,780,,1,FALSE,Use model,
